,Rating Cycle 2 Total Health Score,Rating Cycle 2 Health Revisit Score,mds_quality_code_454,Registered Nurse turnover,severity_code_K,deficiency_tag_757,provider_resides_in_hospital,deficiency_tag_804,Rating Cycle 3 Total Number of Health Deficiencies,ownership_government_state,staffing_rating_5,deficiency_tag_695,Rating Cycle 3 Health Deficiency Score,long_stay_quality_rating_5,staffing_rating_1,quality_rating_1,severity_code_I,severity_code_F,council_resident_and_family,mds_quality_code_419,claims_quality_code_551,avg_daily_residents_per_bed_ratio,Rating Cycle 2 Total Number of Health Deficiencies,ownership_non_profit_church,provider_medicare,months_since_approval,provider_medicare_and_medicaid,Rating Cycle 2 Number of Standard Health Deficiencies,severity_code_B,deficiency_tag_677,short_stay_quality_rating_5,deficiency_tag_585,ownership_for_profit_corporation,deficiency_tag_726,ownership_for_profit_partnership,deficiency_tag_803,quality_rating_4,deficiency_tag_755,deficiency_tag_921,deficiency_tag_880,deficiency_tag_625,deficiency_tag_550,mds_quality_code_404,Number of Substantiated Complaints,continuing_care_retirement_community,mds_quality_code_434,deficiency_tag_883,severity_code_H,Rating Cycle 1 Health Revisit Score,Rating Cycle 3 Number of Complaint Health Deficiencies,most_recent_health_inspection_2plus_years_ago,severity_code_L,deficiency_tag_908,health_inspection_rating_2,quality_rating_2,council_resident,deficiency_tag_656,five_star_rating_4,deficiency_tag_583,deficiency_tag_690,five_star_rating_2,deficiency_tag_600,health_inspection_rating_3,quality_rating_5,short_stay_quality_rating_1,deficiency_tag_641,deficiency_tag_727,deficiency_tag_732,deficiency_tag_760,deficiency_tag_697,deficiency_tag_582,claims_quality_code_552,Rating Cycle 1 Number of Health Revisits,deficiency_tag_610,ownership_government_county,mds_quality_code_406,mds_quality_code_479,Rating Cycle 2 Number of Health Revisits,Number of Facility Reported Incidents,Number of Certified Beds,special_focus_status_sff_candidate,long_stay_quality_rating_4,Rating Cycle 3 Health Revisit Score,deficiency_tag_925,mds_quality_code_410,Total Amount of Fines in Dollars,Rating Cycle 1 Health Deficiency Score,staffing_rating_3,ownership_government_city_county,deficiency_tag_761,deficiency_tag_655,Average Number of Residents per Day,Total Number of Penalties,short_stay_quality_rating_3,severity_code_J,deficiency_tag_561,deficiency_tag_657,mds_quality_code_407,Number of Fines,mds_quality_code_452,deficiency_tag_584,mds_quality_code_480,mds_quality_code_430,deficiency_tag_756,deficiency_tag_919,health_inspection_rating_4,quality_rating_3,deficiency_tag_645,deficiency_tag_689,deficiency_tag_842,mds_quality_code_401,dollars_per_fine_count,five_star_rating_5,ownership_government_city,Rating Cycle 2 Number of Complaint Health Deficiencies,Number of Citations from Infection Control Inspections,deficiency_tag_580,severity_code_D,mds_quality_code_415,severity_code_C,long_stay_quality_rating_2,long_stay_quality_rating_1,special_focus_status_sff,provider_changed_ownership_last_12_months,Rating Cycle 1 Total Health Score,claims_quality_code_521,deficiency_tag_558,deficiency_tag_658,short_stay_quality_rating_4,health_inspection_rating_5,Rating Cycle 2 Health Deficiency Score,deficiency_tag_686,ownership_for_profit_llc,abuse_icon,ownership_non_profit_corporation,Number of Payment Denials,sprinklers_in_required_areas_partial,deficiency_tag_693,deficiency_tag_812,deficiency_tag_644,deficiency_tag_607,long_stay_quality_rating_3,severity_code_G,deficiency_tag_609,provider_medicaid,ownership_government_hospital_district,severity_code_E,deficiency_tag_636,five_star_rating_1,council_family,short_stay_quality_rating_2,ownership_non_profit_other,deficiency_tag_758,deficiency_tag_759,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,deficiency_tag_676,health_inspection_rating_1,Total nursing staff turnover,ownership_for_profit_individual,deficiency_tag_867,deficiency_tag_814,deficiency_tag_679,staffing_rating_4,deficiency_tag_725,deficiency_tag_692,deficiency_tag_623,deficiency_tag_700,Rating Cycle 1 Number of Standard Health Deficiencies,deficiency_tag_698,mds_quality_code_409,Rating Cycle 3 Number of Health Revisits,mds_quality_code_472,deficiency_tag_881,mds_quality_code_408,claims_quality_code_522,sprinklers_in_required_areas,five_star_rating_3,ownership_government_federal,deficiency_tag_806,deficiency_tag_578,Rating Cycle 1 Total Number of Health Deficiencies,Number of administrators who have left the nursing home,deficiency_tag_688,mds_quality_code_451,Rating Cycle 3 Total Health Score,deficiency_tag_554,staffing_rating_2,deficiency_tag_604,deficiency_tag_684,prediction,Lower_Staffing
13254,96.0,0.0,100.0,60.0,0.0,0.0,1,0.0,5.0,0,0,1.0,24.0,0,1,0,0.0,1.0,0,0.606061,3.385722,0.5716666666666667,15.0,0,0,260,1,10.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,2.185792,12,0,0.840336,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,3.0,0,1.0,0.0,0,2.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.598465,1.0,0.0,0,0.570238,4.673738,1.0,31,120,0,0,0.0,0.0,3.703704,83750.0,169.0,0,0,1.0,1.0,68.6,1,1,2.0,0.0,0.0,0.42735,1,33.854167,1.0,14.66775,90.829694,0.0,0.0,0,1,1.0,0.0,3.0,30.769231,83750.0,0,0,15.0,0.0,0.0,13.0,98.765432,0.0,1,0,0,0,169.0,42.29989,0.0,0.0,0,0,96.0,1.0,0,1,0,0,0,0.0,1.0,2.0,1.0,0,0.0,2.0,0,1,12.0,0.0,1,0,0,0,0.0,0.0,5.0,8.0,0.0,0,57.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,93.396226,0.0,3.278689,14.191434,1,0,0,0.0,0.0,8.0,0.0,0.0,35.74685,24.0,0.0,0,0.0,0.0,1,0
6586,150.0,50.0,98.113208,40.0,0.0,0.0,0,0.0,16.0,0,0,1.0,195.0,0,0,0,0.0,2.0,0,71.428571,,0.47833333333333333,20.0,0,0,398,1,20.0,0.0,2.0,0,1.0,1,0.0,0,0.0,1,0.0,1.0,3.0,2.0,2.0,1.041667,2,0,,0.0,0.0,56.0,2.0,0,0.0,1.0,0,0,1,1.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0,0.0,6.980879,2.0,1,60,0,1,98.0,0.0,0.925926,20039.5,112.0,1,0,3.0,0.0,28.7,3,0,1.0,0.0,0.0,3.921569,1,65.0,0.0,0.0,,1.0,0.0,0,0,0.0,2.0,0.0,2.702703,20039.5,0,0,0.0,,1.0,26.0,24.074074,0.0,0,0,0,0,168.0,,0.0,2.0,0,0,100.0,1.0,0,0,0,2,0,1.0,3.0,0.0,0.0,0,1.0,0.0,0,0,22.0,0.0,1,0,0,0,1.0,3.0,14.0,2.0,0.0,1,50.0,0,0.0,0.0,0.0,0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,2.0,,1.0,1.904762,,1,0,0,0.0,2.0,16.0,1.0,0.0,8.266302,293.0,0.0,0,3.0,2.0,1,0
9399,8.0,0.0,87.192118,62.5,0.0,0.0,0,0.0,7.0,0,0,0.0,28.0,1,0,0,0.0,0.0,0,1.570681,,0.9528571428571428,2.0,0,0,181,1,1.0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,1.0,0.0,2.0,1.0,0.0,3.797468,2,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,1,1.0,0,0.0,1.0,0,0.0,0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0,0.0,2.373122,1.0,0,70,0,0,0.0,0.0,3.664921,0.0,32.0,1,0,0.0,0.0,66.7,0,0,0.0,0.0,1.0,0.0,0,24.375,0.0,22.433697,89.753321,1.0,0.0,1,0,0.0,1.0,0.0,5.217391,0.0,1,0,1.0,0.0,0.0,13.0,87.958115,0.0,0,0,0,0,32.0,29.159669,0.0,0.0,0,0,8.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,7.0,1.0,0.0,0,50.6,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,73.809524,0.0,14.02439,10.538499,1,0,0,0.0,0.0,6.0,1.0,0.0,13.380217,28.0,0.0,0,0.0,1.0,1,0
6017,16.0,0.0,92.248062,69.2,0.0,0.0,0,0.0,4.0,0,0,0.0,16.0,0,1,0,0.0,0.0,1,4.918033,,0.6916666666666667,4.0,0,0,463,1,4.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.980198,3,0,6.666667,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,2.296695,8.343895,1.0,0,60,0,0,0.0,0.0,6.557377,57715.19,12.0,0,0,0.0,0.0,41.5,13,0,0.0,1.0,0.0,2.459016,13,6.930693,1.0,33.442492,91.358025,0.0,0.0,1,1,0.0,0.0,0.0,17.808219,4439.63,0,0,0.0,,1.0,9.0,100.0,1.0,0,0,0,0,12.0,,0.0,0.0,0,0,16.0,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,1.0,0.0,0,0,0,0,1.0,0.0,4.0,2.0,0.0,0,70.3,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,83.333333,0.0,0.900901,,1,1,0,0.0,0.0,3.0,,1.0,35.535826,16.0,0.0,0,0.0,0.0,1,0
9191,44.0,0.0,98.406375,20.0,0.0,1.0,0,1.0,7.0,0,0,0.0,103.0,0,0,0,0.0,1.0,0,13.068182,2.254037,0.9074074074074074,10.0,1,0,338,1,10.0,0.0,1.0,0,0.0,0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,6.358382,7,1,1.724138,0.0,0.0,0.0,4.0,0,0.0,0.0,1,1,1,0.0,0,0.0,1.0,1,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.667509,1.0,1.0,0,2.458012,2.858642,1.0,0,54,0,0,0.0,0.0,6.532663,44713.5,64.0,1,0,1.0,1.0,49.0,1,1,1.0,0.0,1.0,2.061856,1,23.595506,0.0,25.138346,89.908257,0.0,0.0,0,0,0.0,1.0,0.0,24.06015,44713.5,0,0,0.0,,1.0,18.0,100.0,1.0,1,0,0,0,64.0,13.539194,0.0,0.0,0,0,44.0,1.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0,0.0,1.0,0,0,6.0,0.0,0,0,0,0,0.0,0.0,3.0,2.0,0.0,0,54.8,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,80.991736,0.0,6.451613,11.65173,1,0,0,0.0,1.0,10.0,0.0,0.0,26.204925,103.0,0.0,0,0.0,3.0,1,0
11170,107.0,0.0,100.0,40.0,0.0,0.0,0,0.0,5.0,0,0,0.0,24.0,0,0,0,0.0,0.0,0,5.639098,2.758718,0.7541666666666667,8.0,0,0,466,1,4.0,0.0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,2.0,0.0,0.0,7.272727,3,0,3.26087,1.0,0.0,0.0,1.0,0,0.0,1.0,0,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.49028,1.0,0.0,0,2.17912,6.625583,1.0,0,120,0,0,0.0,0.0,4.823151,46452.44,24.0,0,0,1.0,0.0,90.5,2,0,1.0,0.0,0.0,1.041667,2,30.872483,0.0,26.778402,98.974359,1.0,1.0,0,1,0.0,0.0,2.0,15.492958,23226.22,0,0,4.0,1.0,2.0,14.0,100.0,0.0,0,0,0,0,24.0,31.451346,0.0,0.0,1,0,107.0,0.0,1,0,0,0,0,0.0,2.0,0.0,0.0,1,0.0,0.0,0,0,3.0,0.0,0,0,0,0,0.0,0.0,4.0,3.0,0.0,0,35.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,99.456522,0.0,8.480565,7.186336,1,1,0,0.0,0.0,5.0,0.0,0.0,18.636693,24.0,0.0,1,0.0,2.0,1,0
868,92.0,0.0,100.0,,0.0,0.0,0,0.0,8.0,0,0,0.0,36.0,1,0,0,0.0,0.0,1,21.705426,1.335365,0.9329268292682927,16.0,0,0,686,1,12.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.725191,4,0,3.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.035494,1.0,0.0,0,0.0,2.167705,1.0,1,82,0,0,0.0,0.0,2.545455,19970.04,124.0,1,0,0.0,0.0,76.5,1,0,0.0,0.0,0.0,0.0,1,9.056604,0.0,4.963795,99.126638,0.0,0.0,0,1,0.0,0.0,0.0,4.093567,19970.04,0,0,4.0,,0.0,0.0,100.0,0.0,0,0,0,0,124.0,19.533845,0.0,0.0,0,0,92.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6.0,2.0,0.0,0,30.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,100.0,0.0,8.536585,21.433586,1,1,0,0.0,0.0,14.0,1.0,0.0,5.411161,36.0,0.0,0,0.0,0.0,1,0
749,48.0,0.0,94.270833,100.0,0.0,0.0,0,0.0,19.0,0,0,0.0,88.0,1,1,0,0.0,0.0,0,7.784431,0.920219,0.9576271186440678,10.0,0,0,698,1,6.0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.657895,4,0,0.917431,0.0,0.0,0.0,5.0,1,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.795702,1.0,0.0,0,1.991447,4.479164,1.0,6,59,0,0,0.0,0.0,2.688172,0.0,40.0,0,0,0.0,0.0,56.5,0,0,0.0,0.0,0.0,0.561798,0,6.25,0.0,12.762476,99.39577,0.0,0.0,1,0,0.0,0.0,0.0,7.017544,0.0,0,0,4.0,,0.0,0.0,100.0,0.0,0,0,0,0,40.0,17.417261,0.0,0.0,0,0,48.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,14.0,3.0,0.0,0,67.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,93.939394,0.0,3.370787,16.262746,1,0,0,0.0,0.0,8.0,0.0,0.0,9.894416,88.0,0.0,0,0.0,0.0,1,0
2312,24.0,0.0,99.688474,40.0,4.0,0.0,0,0.0,0.0,0,0,2.0,0.0,0,1,0,0.0,2.0,1,5.078125,2.257729,0.8590000000000001,5.0,0,0,433,1,5.0,0.0,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.313869,1,0,5.063291,0.0,0.0,235.0,0.0,0,0.0,1.0,0,1,0,2.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.467776,2.0,0.0,0,0.286076,5.907427,1.0,0,100,1,1,0.0,0.0,3.921569,88205.0,469.0,0,0,1.0,0.0,85.9,2,0,0.0,0.0,0.0,2.040816,1,24.475524,1.0,9.660492,74.583333,0.0,0.0,0,0,1.0,1.0,0.0,10.285714,88205.0,0,0,5.0,,0.0,7.0,95.751634,0.0,0,0,0,0,704.0,35.713001,0.0,0.0,0,0,24.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1,52.9,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,74.551971,0.0,1.538462,11.841188,1,0,0,0.0,0.0,9.0,2.0,0.0,17.401942,0.0,0.0,0,0.0,0.0,1,0
3038,32.0,0.0,96.745562,69.2,0.0,0.0,0,0.0,5.0,0,0,0.0,24.0,0,0,0,0.0,0.0,0,6.827309,1.207187,0.7456,6.0,0,0,349,1,4.0,0.0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0.0,0.0,1.0,2.0,0.0,10,0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0,1,1,0.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.760634,1.0,0.0,0,0.0,4.975408,1.0,1,125,0,0,0.0,0.0,4.587156,0.0,56.0,0,0,1.0,0.0,93.2,0,0,0.0,0.0,0.0,0.943396,0,27.018634,0.0,21.737623,83.281734,0.0,1.0,1,0,0.0,2.0,0.0,27.232143,0.0,0,0,2.0,,0.0,11.0,98.470948,0.0,0,0,0,0,56.0,30.519921,0.0,0.0,0,0,32.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,0,6.0,0.0,0,0,1,0,0.0,0.0,1.0,3.0,0.0,0,52.8,1,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,81.717452,0.0,59.589041,34.783642,1,0,0,0.0,0.0,7.0,0.0,0.0,36.65505,24.0,0.0,1,0.0,1.0,1,0
4829,8.0,0.0,100.0,,0.0,0.0,0,0.0,11.0,0,0,1.0,60.0,0,1,0,0.0,1.0,0,19.512195,1.399472,0.8682692307692308,2.0,0,0,277,1,1.0,0.0,1.0,0,1.0,1,1.0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,2.222222,10,0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,1,0,0,2.0,0,0.0,0.0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7477,1.0,0.0,0,2.279187,5.890787,1.0,4,104,0,1,0.0,0.0,1.928375,33000.5,112.0,0,0,0.0,0.0,90.3,2,0,2.0,2.0,0.0,1.385042,2,28.391167,0.0,8.816433,91.44385,0.0,0.0,0,0,0.0,0.0,2.0,9.345794,16500.25,0,0,1.0,,1.0,13.0,95.592287,0.0,0,0,0,0,112.0,,0.0,2.0,0,0,8.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0,0,9.0,0.0,1,0,0,0,0.0,0.0,6.0,5.0,0.0,0,59.3,0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.0,0.275482,1.0,89.847716,0.0,0.0,,1,0,0,0.0,1.0,12.0,0.0,0.0,9.949097,60.0,0.0,0,0.0,1.0,1,0
13049,60.0,0.0,100.0,,0.0,0.0,0,0.0,2.0,0,0,0.0,12.0,0,1,0,0.0,0.0,0,10.822511,1.895646,0.5614035087719298,8.0,0,0,343,1,1.0,0.0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1.0,2.0,0.0,0.0,2.752294,0,0,1.176471,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,1,1.0,0,0.0,1.0,1,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,5.398966,1.0,1.0,0,1.706058,7.644657,1.0,6,114,0,0,0.0,0.0,3.896104,8174.5,64.0,0,0,0.0,0.0,64.0,1,0,0.0,0.0,0.0,1.762115,1,15.315315,0.0,3.969294,94.915254,0.0,0.0,0,0,0.0,1.0,1.0,18.253968,8174.5,0,0,7.0,0.0,0.0,14.0,100.0,2.0,1,0,0,0,64.0,,0.0,0.0,0,0,60.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,2.0,1.0,0,0,5.0,0.0,0,0,0,0,0.0,0.0,2.0,2.0,0.0,0,47.1,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,98.290598,0.0,5.188679,,1,0,0,0.0,0.0,13.0,1.0,0.0,34.934684,12.0,0.0,0,0.0,1.0,1,0
12158,80.0,0.0,100.0,18.2,0.0,0.0,0,0.0,12.0,0,0,0.0,72.0,0,0,0,0.0,3.0,0,18.857143,2.298157,0.5972727272727273,8.0,0,0,379,1,7.0,0.0,1.0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,6.666667,4,0,1.639344,0.0,0.0,0.0,5.0,0,0.0,0.0,1,1,1,0.0,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.751881,1.0,3.0,0,2.05636,9.739481,1.0,1,110,0,0,0.0,0.0,3.428571,9750.0,48.0,0,0,0.0,0.0,65.7,1,0,0.0,0.0,0.0,2.312139,1,4.918033,0.0,53.197105,93.172691,1.0,0.0,0,0,0.0,2.0,0.0,27.710843,9750.0,0,0,1.0,0.0,0.0,20.0,100.0,0.0,0,1,0,0,48.0,20.919385,0.0,0.0,1,0,80.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2.0,3.0,0,0,4.0,0.0,0,0,0,0,3.0,0.0,7.0,6.0,0.0,0,56.1,0,0.0,0.0,0.0,1,0.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,88.79203,0.0,0.0,5.915886,1,0,0,0.0,0.0,9.0,0.0,1.0,,72.0,0.0,0,0.0,1.0,1,0
927,373.0,0.0,96.186441,66.7,0.0,0.0,0,0.0,25.0,0,0,0.0,140.0,1,0,0,0.0,0.0,0,9.655172,1.488998,0.92,24.0,0,0,473,1,19.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.339806,9,0,0.746269,0.0,0.0,0.0,9.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,1,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.593852,1.0,0.0,0,0.0,2.686619,1.0,13,70,0,0,0.0,0.0,0.917431,6286.13,144.0,0,0,0.0,0.0,64.4,3,0,0.0,0.0,0.0,0.0,2,11.981567,0.0,3.369154,100.0,0.0,0.0,0,0,0.0,0.0,0.0,8.783784,3143.065,0,0,5.0,,0.0,0.0,100.0,0.0,0,0,0,0,144.0,26.492552,0.0,0.0,1,0,373.0,0.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,16.0,4.0,0.0,1,39.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,97.278912,0.0,6.735751,7.400016,1,0,0,0.0,0.0,15.0,0.0,0.0,5.916039,140.0,0.0,1,0.0,0.0,1,0
12850,56.0,0.0,100.0,,0.0,0.0,0,0.0,10.0,0,0,0.0,52.0,1,1,0,0.0,1.0,0,2.614379,0.883494,0.5237499999999999,11.0,0,0,386,1,11.0,0.0,1.0,0,0.0,0,1.0,0,0.0,0,1.0,2.0,2.0,0.0,1.0,4.054054,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,1,2.0,0,1.0,0.0,0,0.0,1,1,0,1.0,2.0,0.0,0.0,0.0,0.0,1.314273,1.0,0.0,0,0.0,2.349269,1.0,0,80,0,0,0.0,0.0,0.621118,0.0,76.0,0,0,3.0,0.0,41.9,0,0,0.0,0.0,0.0,0.0,0,22.297297,0.0,6.268303,100.0,0.0,0.0,0,0,0.0,1.0,0.0,17.821782,0.0,0,0,10.0,0.0,0.0,22.0,100.0,0.0,0,0,0,0,76.0,,0.0,0.0,0,0,56.0,0.0,1,0,0,0,0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0,10.0,1.0,0,0,0,0,1.0,1.0,10.0,12.0,0.0,0,65.7,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,100.0,0.0,6.47482,,1,1,0,0.0,2.0,12.0,0.0,0.0,13.183376,52.0,0.0,0,0.0,0.0,1,0
5654,56.0,0.0,87.36413,43.8,0.0,0.0,0,0.0,29.0,0,0,1.0,236.0,1,0,0,0.0,7.0,0,,1.427202,0.8273913043478262,14.0,0,0,573,1,13.0,0.0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,2.0,0.0,1.0,6.989247,34,0,0.996678,1.0,0.0,0.0,6.0,0,0.0,0.0,1,0,1,3.0,0,2.0,1.0,0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.67583,1.0,0.0,0,0.717476,4.133338,1.0,1,230,0,0,0.0,0.0,1.030928,30030.68,100.0,1,0,0.0,0.0,190.3,2,0,0.0,0.0,1.0,0.148588,2,25.673534,2.0,25.725323,27.689873,0.0,0.0,0,0,1.0,3.0,0.0,5.752212,15015.34,0,0,4.0,,0.0,45.0,43.298969,0.0,0,0,0,0,100.0,19.755028,1.0,0.0,1,0,56.0,2.0,1,1,0,0,0,1.0,2.0,1.0,0.0,0,4.0,1.0,0,0,2.0,1.0,0,0,0,0,1.0,1.0,23.0,13.0,1.0,0,35.2,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,43.916914,1.0,2.773246,4.205986,1,1,0,0.0,2.0,15.0,1.0,1.0,11.947046,236.0,0.0,0,0.0,3.0,1,0
3187,126.0,42.0,100.0,80.0,0.0,0.0,0,0.0,6.0,0,0,0.0,64.0,0,1,1,0.0,5.0,0,42.990654,,0.3810810810810811,8.0,0,0,239,1,4.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.0,3.370787,0,0,,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0,1,0.0,0,0.0,1.0,0,1.0,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.683275,8.442568,2.0,4,74,0,0,0.0,0.0,10.743802,68665.5,48.0,0,0,0.0,0.0,28.2,4,0,0.0,0.0,0.0,1.694915,3,37.894737,0.0,29.241458,75.0,0.0,0.0,0,0,0.0,3.0,0.0,22.222222,22888.5,0,0,4.0,,0.0,10.0,100.0,0.0,0,1,0,0,48.0,,0.0,0.0,0,0,84.0,2.0,0,0,0,1,0,1.0,1.0,0.0,0.0,0,3.0,0.0,0,0,2.0,0.0,1,0,0,0,0.0,0.0,5.0,0.0,0.0,0,65.9,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,53.333333,0.0,18.095238,,1,0,0,0.0,1.0,6.0,2.0,0.0,46.810666,64.0,0.0,0,0.0,2.0,1,0
7525,84.0,0.0,100.0,66.7,0.0,0.0,0,0.0,8.0,0,0,0.0,56.0,1,0,0,0.0,3.0,0,12.982456,1.65144,0.9955555555555555,12.0,0,0,393,1,6.0,0.0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0.0,1.0,2.0,3.0,7.553957,6,0,1.257862,1.0,0.0,0.0,4.0,0,0.0,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,5.721854,1.0,0.0,0,0.286013,2.559342,1.0,0,90,0,0,0.0,0.0,1.26183,32971.34,152.0,0,0,1.0,2.0,89.6,2,0,0.0,0.0,3.0,0.318471,2,21.352313,1.0,17.270387,97.037037,2.0,0.0,0,1,0.0,1.0,4.0,6.341463,16485.67,0,0,6.0,,0.0,10.0,100.0,0.0,0,0,0,0,152.0,29.204839,0.0,0.0,0,0,84.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,0,0,23.0,1.0,0,0,0,0,0.0,0.0,4.0,2.0,0.0,0,57.3,0,0.0,0.0,0.0,0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,1.0,94.285714,0.0,1.503759,41.638945,1,1,0,0.0,0.0,17.0,0.0,0.0,8.543528,56.0,0.0,1,0.0,1.0,1,0
